object_id,koi_period,koi_prad,koi_teq,koi_insol,koi_disposition,category,score,flags,disposition_compare,is_disposition_match,color_hint
K05812.01,3.1318392,1.5,1443.0,1025.14,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05813.01,38.27772448,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05814.01,25.28523234,69.68,740.0,70.73,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05815.01,207.767894,3.52,379.0,4.85,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05816.01,82.508054,14.04,878.0,140.61,CANDIDATE,candidate,0.5,,match,True,black
K05817.01,113.083522,1.59,450.0,9.65,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05818.01,1.23138339,0.82,1648.0,1746.21,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05819.01,381.37504,1.24,212.0,0.48,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05447.01,322.5566305,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05448.01,7.2269859,0.79,603.0,31.23,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05449.01,0.762724045,41.02,1860.0,2827.5,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05450.01,206.7642577,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05451.01,529.39169,4.4,319.0,2.43,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05452.01,362.49906,2.51,277.0,1.4,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05453.01,190.65896,2.54,281.0,1.46,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05454.01,509.997402,2.62,182.0,0.26,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05575.01,1.50650036,0.81,1809.0,2520.53,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05576.01,194.4873221,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05577.01,495.51899,2.94,305.0,2.03,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05578.01,388.048463,3.0,376.0,4.71,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05579.01,34.0269868,1.57,455.0,10.15,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05580.01,173.219879,2.41,405.0,6.39,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05581.01,374.878133,4.27,282.0,1.49,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05582.01,5.2362026,75.83,1378.0,853.62,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05701.01,48.55059299,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05702.01,511.882,2.56,241.0,0.79,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05703.01,247.372131,2.47,290.0,1.67,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05704.01,96.16705,1.15,313.0,2.26,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05705.01,95.254421,2.2,413.0,6.89,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05706.01,425.483539,3.2,248.0,0.89,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05707.01,208.800733,2.88,347.0,3.43,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05708.01,7.863361238,22.7,1057.0,294.86,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05820.01,120.169838,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05821.01,113.7136303,,,,CANDIDATE,candidate,0.5,FLAG_MISSING_PRAD;FLAG_MISSING_TEQ,match,True,black
K05822.01,17.634272,1.69,842.0,118.84,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05823.01,0.745086745,1.29,1654.0,1775.23,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05824.01,247.4772431,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05825.01,208.047137,2.05,363.0,4.12,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05826.01,30.561533,1.53,379.0,4.86,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05827.01,6.10968225,0.79,1093.0,337.78,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05455.01,292.09809,2.09,267.0,1.2,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05456.01,11.8045536,0.94,660.0,44.76,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05457.01,578.21623,3.54,328.0,2.74,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05458.01,56.648588,2.19,377.0,4.77,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05459.01,53.554546,3.1,769.0,82.79,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05460.01,3.1748772,8.8,1410.0,933.1,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05461.01,119.079642,17.89,795.0,94.61,CANDIDATE,candidate,0.5,,match,True,black
K05462.01,371.18648,2.06,291.0,1.68,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05583.01,20.5858591,1.31,586.0,27.85,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05584.01,10.90962154,149.1,1127.0,381.27,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05585.01,113.573945,3.45,496.0,14.32,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05586.01,27.0779813,2.03,597.0,29.98,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05587.01,1.827660875,42.1,1664.0,1811.72,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05588.01,542.91133,2.27,199.0,0.37,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05589.01,376.554588,2.0,247.0,0.88,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05590.01,538.4263,3.2,322.0,2.53,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05709.01,94.20561159,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05710.01,378.7064396,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05711.01,78.4286313,85.77,425.0,7.74,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05712.01,287.75613,3.4,215.0,0.5,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05713.01,2.53021,41.44,1543.0,1338.82,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05714.01,2.249000963,59.61,2126.0,4838.14,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05715.01,189.961729,1.93,260.0,1.08,CANDIDATE,rocky_candidate,0.7,,mismatch,False,red
K05716.01,121.6238738,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05836.01,202.1872277,,,,CANDIDATE,candidate,0.5,FLAG_MISSING_PRAD;FLAG_MISSING_TEQ,match,True,black
K05837.01,280.9207069,,,,CANDIDATE,candidate,0.5,FLAG_MISSING_PRAD;FLAG_MISSING_TEQ,match,True,black
K05838.01,432.074696,2.39,193.0,0.32,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05839.01,169.415073,2.32,413.0,6.87,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05840.01,460.77905,4.24,387.0,5.32,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05841.01,3.21318517,8.24,1710.0,2017.35,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05842.01,57.7749373,1.85,524.0,17.82,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05843.01,331.7824813,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05463.01,1.20608769,44.46,1941.0,3353.78,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05464.01,613.82905,2.85,307.0,2.1,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05465.01,476.80454,1.12,227.0,0.63,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05466.01,4.09513876,1.75,1122.0,374.3,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05467.01,502.8356901,,,,CANDIDATE,candidate,0.5,FLAG_MISSING_PRAD;FLAG_MISSING_TEQ,match,True,black
K05468.01,81.704814,1.65,442.0,9.04,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05469.01,0.779615874,0.83,1847.0,2735.51,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05470.01,578.21805,2.44,223.0,0.59,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05591.01,317.009388,4.03,345.0,3.34,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05592.01,482.51701,2.3,242.0,0.8,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05593.01,224.469892,2.35,323.0,2.58,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05594.01,113.556471,6.76,651.0,42.48,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05595.01,208.02789,1.04,196.0,0.35,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05596.01,308.024953,3.55,345.0,3.35,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05597.01,7.77710639,0.73,773.0,84.44,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05717.01,1.33261458,3.65,1208.0,505.52,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05718.01,233.64574,5.2,296.0,1.8,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05719.01,27.285315,2.19,678.0,49.97,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05720.01,105.895315,2.69,323.0,2.58,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05721.01,61.224558,2.76,525.0,17.89,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05722.01,28.50787754,27.79,613.0,33.32,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05723.01,444.46522,30.17,189.0,0.3,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05724.01,8.48039,1.23,969.0,208.42,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05344.01,445.351255,3.66,370.0,4.43,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05345.01,72.0153825,6.94,783.0,88.86,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05346.01,21.12752693,20.93,2349.0,7200.22,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05347.01,23.9341825,1.03,432.0,8.27,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05348.01,87.775799,2.44,409.0,6.61,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05349.01,65.67350728,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05350.01,222.0640988,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05351.01,35.88227289,35.21,512.0,16.3,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05471.01,8.780603773,52.34,775.0,85.17,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05472.01,97.5137491,5.27,630.0,37.25,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05473.01,549.42772,2.64,223.0,0.58,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05474.01,284.666844,8.98,486.0,13.14,CANDIDATE,candidate,0.5,,match,True,black
K05475.01,224.150923,2.41,369.0,4.4,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05476.01,148.179343,2.52,367.0,4.29,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05477.01,551.49832,4.89,215.0,0.51,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05478.01,351.2878737,38.47,252.0,0.96,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05598.01,376.934014,2.13,274.0,1.33,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05599.01,46.50446209,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05600.01,17.168095,4.81,603.0,31.34,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05601.01,124.091252,1.3,305.0,2.04,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05602.01,403.163148,2.49,240.0,0.79,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05603.01,341.557931,6.81,393.0,5.65,CANDIDATE,candidate,0.5,,match,True,black
K05604.01,476.91977,2.49,321.0,2.49,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05605.01,9.011888,7.04,1105.0,351.97,CANDIDATE,candidate,0.5,,match,True,black
K05725.01,351.25069,2.23,186.0,0.28,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05726.01,212.771978,2.84,255.0,1.0,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05727.01,65.3558881,2.61,337.0,3.05,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05728.01,18.0766788,19.47,694.0,54.73,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05729.01,1.33255577,0.97,1420.0,961.41,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05730.01,1.33259275,0.97,1703.0,1983.27,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05731.01,36.6092739,52.42,1623.0,1640.55,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05732.01,39.399926,1.52,499.0,14.66,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05352.01,270.1430241,,,,CANDIDATE,candidate,0.5,FLAG_MISSING_PRAD;FLAG_MISSING_TEQ,match,True,black
K05353.01,0.812592362,25.84,2912.0,16928.43,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05354.01,81.871309,1.12,480.0,12.59,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05355.01,0.566805859,1.25,2858.0,15850.69,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05356.01,326.3659519,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05357.01,520.58269,1.94,244.0,0.83,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05358.01,126.586058,1.54,460.0,10.54,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05359.01,2.7200197,1.53,713.0,61.08,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05479.01,18.347081,5.65,855.0,126.14,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05480.01,57.140035,5.78,588.0,28.34,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05481.01,0.718643659,50.85,2002.0,3813.75,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05482.01,31.70757465,2.96,547.0,21.1,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05483.01,17.94632811,66.65,845.0,120.63,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05484.01,204.818268,5.18,525.0,17.9,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05485.01,9.3589254,17.37,1528.0,1288.85,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K05486.01,4.15472242,23.47,2292.0,6522.18,CANDIDATE,hot_jupiter_candidate,0.65,,mismatch,False,red
K05606.01,23.81490574,63.1,847.0,121.57,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05607.01,1.3274511,0.66,1009.0,243.87,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05608.01,87.565484,2.12,437.0,8.6,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05609.01,535.1515,2.7,258.0,1.04,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05610.01,495.40462,152.21,248.0,0.9,CANDIDATE,anomalous_signal,0.8,FLAG_RADIUS_TOO_LARGE;FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K05611.01,209.238576,1.43,354.0,3.72,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05612.01,353.65927,2.58,223.0,0.58,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05613.01,346.4174,2.41,251.0,0.94,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05733.01,1.166835206,96.28,3457.0,33728.08,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05734.01,230.7057888,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05735.01,4.99471597,2.2,1861.0,2836.06,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05736.01,161.651504,2.22,377.0,4.77,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05737.01,376.24253,1.32,254.0,0.99,CANDIDATE,rocky_candidate,0.7,,mismatch,False,red
K05738.01,27.65960779,50.7,499.0,14.66,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05739.01,476.727302,23.42,530.0,18.64,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05740.01,21.7997515,1.01,674.0,48.75,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05360.01,54.595746,2.0,649.0,41.81,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05361.01,22.0495604,1.9,912.0,163.51,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05362.01,150.7003939,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05363.01,44.48477463,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05364.01,93.6452481,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05365.01,585.64118,2.2,207.0,0.43,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05366.01,574.69029,1.26,191.0,0.31,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05367.01,502.9828392,,,,CANDIDATE,candidate,0.5,FLAG_MISSING_PRAD;FLAG_MISSING_TEQ,match,True,black
K05487.01,48.8130123,2.95,553.0,22.17,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05488.01,280.1604956,19.25,237.0,0.74,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05489.01,370.46262,2.03,284.0,1.53,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05490.01,116.301793,2.18,336.0,3.01,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05491.01,480.19416,1.79,235.0,0.72,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05492.01,368.49828,1.86,214.0,0.5,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05493.01,6.993576155,101.15,1605.0,1569.11,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05494.01,223.5213173,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05614.01,1.811461128,373.77,3438.0,33024.44,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05615.01,2.17491508,193.73,2009.0,3847.36,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05616.01,441.61919,1.71,152.0,0.12,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05617.01,24.5002702,0.73,409.0,6.61,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05618.01,318.49078,3.01,301.0,1.94,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05619.01,2.16402661,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05620.01,392.8927563,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05621.01,114.734287,1.1,296.0,1.82,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05741.01,362.0619,2.12,203.0,0.41,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05742.01,1.340649911,127.25,2004.0,3824.87,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05743.01,30.69537638,19.39,662.0,45.29,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05744.01,30.69533113,69.4,737.0,69.65,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05745.01,11.37444271,22.86,687.0,52.84,CANDIDATE,anomalous_signal,0.7,FLAG_ANOMALOUS_DEPTH,mismatch,False,red
K05746.01,49.873958,1.5,366.0,4.26,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05747.01,411.447056,2.86,342.0,3.22,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05748.01,29.9371143,1.19,501.0,14.87,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05368.01,114.2504149,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05369.01,651.358046,14.58,411.0,6.75,CANDIDATE,candidate,0.5,,match,True,black
K05370.01,407.97623,4.63,498.0,14.53,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05371.01,33.3037881,1.14,422.0,7.53,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05372.01,212.60398,1.64,337.0,3.06,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05373.01,50.550788,5.0,790.0,92.03,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05374.01,239.2557898,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05375.01,285.374561,5.94,423.0,7.54,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05495.01,6.279888981,196.78,1931.0,3281.24,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05496.01,37.47695717,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05497.01,93.359737,1.05,592.0,29.01,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05498.01,519.8022187,40.88,216.0,0.51,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05499.01,122.58481,1.19,279.0,1.43,CANDIDATE,rocky_candidate,0.7,,mismatch,False,red
K05500.01,84.934357,1.6,531.0,18.83,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05501.01,48.9200563,1.71,456.0,10.22,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05502.01,421.98194,2.02,334.0,2.96,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05622.01,469.61309,3.24,200.0,0.37,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05623.01,583.73632,2.65,266.0,1.19,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05624.01,502.658,0.69,116.0,0.04,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05625.01,116.454312,3.33,306.0,2.06,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05626.01,397.499229,6.57,293.0,1.73,CANDIDATE,habitable_zone_candidate,0.7,,mismatch,False,red
K05627.01,243.954706,1.35,257.0,1.03,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05628.01,24.9093027,1.32,452.0,9.9,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05629.01,192.138741,1.93,407.0,6.48,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05749.01,281.95332,2.31,204.0,0.41,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05750.01,12.71368909,1.09,700.0,56.78,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05751.01,25.26363805,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05752.01,1.391716834,36.19,8346.0,1150147.99,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05753.01,70.51623381,52.74,390.0,5.47,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05754.01,2.645596805,167.05,2452.0,8539.63,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05755.01,388.67155,1.49,210.0,0.46,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05756.01,105.6327297,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05376.01,274.553579,1.66,322.0,2.55,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05377.01,251.0230401,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05378.01,1.80774253,5.29,1822.0,2606.24,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05379.01,520.655224,7.58,401.0,6.12,CANDIDATE,candidate,0.5,,match,True,black
K05380.01,369.93355,3.24,270.0,1.25,CANDIDATE,super_earth_or_mini_neptune,0.7,,mismatch,False,red
K05381.01,28.7369766,1.95,550.0,21.64,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05382.01,2.45649061,14.14,3440.0,33039.62,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05383.01,98.51783198,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05503.01,457.513348,25.18,512.0,16.21,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05504.01,224.0258992,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05505.01,323.77153,1.44,216.0,0.52,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05506.01,641.60204,1.61,230.0,0.66,CANDIDATE,rocky_candidate,0.7,,mismatch,False,red
K05507.01,40.0389613,0.95,517.0,16.85,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05508.01,22.57197263,46.14,617.0,34.24,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05509.01,28.406342,1.41,613.0,33.44,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05510.01,1.018861199,93.47,2505.0,9299.2,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05630.01,80.519237,1.08,476.0,12.11,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05631.01,149.356804,2.92,560.0,23.18,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05632.01,264.466625,2.61,346.0,3.41,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05633.01,151.77884,4.35,616.0,34.01,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05634.01,50.47759052,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05635.01,113.993156,2.23,729.0,66.64,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05636.01,2.79123954,2.22,1771.0,2322.96,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05637.01,223.3176922,,,,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05757.01,44.637111,1.28,432.0,8.22,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05758.01,102.493119,2.7,317.0,2.37,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
K05759.01,284.9421278,,,,CANDIDATE,candidate,0.5,FLAG_MISSING_PRAD;FLAG_MISSING_TEQ,match,True,black
K05760.01,365.620697,12.75,215.0,0.5,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05761.01,6.13292733,1.56,1379.0,854.43,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05762.01,12.63063129,1.37,689.0,53.17,CANDIDATE,rocky_candidate,0.6,,mismatch,False,red
K05763.01,191.272501,1.59,310.0,2.18,FALSE POSITIVE,likely_false_positive,0.9,,match,True,black
K05764.01,286.02266,2.03,180.0,0.25,CANDIDATE,super_earth_or_mini_neptune,0.55,,mismatch,False,red
